the            : 12509
bishops        : 8
contribution   : 8
loudly         : 8
betrayed       : 8
indulgence     : 8
reconciliation : 8
fleet          : 8
animated       : 8
Leslie         : 8
confederate    : 8
concession     : 8
Several        : 8
engagement     : 8
approaching    : 8
care           : 8
admiration     : 8
deed           : 8
posts          : 8
extremity      : 8
plainly        : 8
excesses       : 8
motion         : 8
Chancellor     : 7
motive         : 7
Erfurt         : 7
impatience     : 7
uncertain      : 7
accused        : 7
assume         : 7
compact        : 7
critical       : 7
overpowered    : 7
sovereigns     : 7
speed          : 7
mask           : 7
devotion       : 7
commence       : 7
Since          : 7
stop           : 7
proceedings    : 7
forth          : 7
differences    : 7
presented      : 7
heirs          : 7
sunk           : 7
plea           : 7
trembled       : 7
supremacy      : 7
bridge         : 7
discovered     : 7
misfortune     : 7
Schiller       : 7
masters        : 7
negotiations   : 7
Dresden        : 7
powerless      : 7
ends           : 7
early          : 7
alike          : 7
Far            : 7
bolder         : 7
Emperorwas     : 7
trampled       : 7
Budweiss       : 7
refugein       : 7
value          : 7
poor           : 7
successors     : 7
Ernest         : 7
accede         : 7
repaired       : 7
frequently     : 7
Rednitz        : 7
prospects      : 7
poured         : 7
guard          : 7
prompt         : 7
crowd          : 7
fifty          : 7
resigned       : 7
expose         : 7
reminded       : 7
destiny        : 7
low            : 7
perceived      : 7
signal         : 7
custom         : 7
renown         : 7
pressure       : 7
Imperialist    : 7
moderate       : 7
enriched       : 7
himwith        : 7
misfortunes    : 7
urgently       : 7
remainder      : 7
battles        : 7
warfare        : 7
thunder        : 7
beheld         : 7
claim          : 7
expedient      : 7
caution        : 7
wide           : 7
succeed        : 7
copy           : 7
hearts         : 7
vanquished     : 7
strengthened   : 7
interested     : 7
prize          : 7
whither        : 7
Torgau         : 7
exploits       : 7
task           : 7
wonder         : 7
distress       : 7
procure        : 7
ruins          : 7
rid            : 7
retain         : 7
royal          : 7
reigned        : 7
bore           : 7
disorder       : 7
earnestly      : 7
guests         : 7
sea            : 7
constant       : 7
emperors       : 7
chance         : 7
makes          : 7
Peace          : 7
growing        : 7
safe           : 7
perseverance   : 7
enoughto       : 7
probably       : 7
watch          : 7
stars          : 7
friendly       : 7
forcibly       : 7
raising        : 7
divisions      : 7
included       : 7
admitted       : 7
inspired       : 7
von            : 7
GUTENBERG      : 7
persecuted     : 7
shake          : 7
establishing   : 7
plundering     : 7
guarantee      : 7
Flemings       : 7
olden          : 7
castles        : 7
distinction    : 7
win            : 7
Ulm            : 7
Infante        : 7
Falkenberg     : 7
seat           : 7
closer         : 7
reasonable     : 7
PROJECT        : 7
changes        : 7
heir           : 7
talents        : 7
send           : 7
chapter        : 7
contributed    : 7
named          : 7
tempted        : 7
sustained      : 7
beneath        : 7
pursue         : 7
welcome        : 7
retreated      : 7
advantageous   : 7
murderous      : 7
deceived       : 7
entreaties     : 7
religions      : 7
acting         : 7
electors       : 7
extort         : 7
pointed        : 7
Castle         : 7
evangelical    : 7
YOU            : 7
objectof       : 7
hasten         : 7
magistrates    : 7
treachery      : 7
peaceful       : 7
formally       : 7
Great          : 7
bloodshed      : 7
shot           : 7
inaction       : 7
severely       : 7
consulted      : 7
Besides        : 7
break          : 7
Kinsky         : 7
declined       : 7
silent         : 7
Romanists      : 7
pacification   : 7
quitted        : 7
characters     : 7
solemnly       : 7
contented      : 7
thirty         : 7
separation     : 7
checked        : 7
overran        : 7
breast         : 7
humiliating    : 7
haste          : 7
plundered      : 7
crossing       : 7
Some           : 7
representations: 7
intrigues      : 7
rise           : 7
heads          : 7
Meissen        : 7
aversion       : 7
league         : 7
devastation    : 7
determine      : 7
hazard         : 7
wasted         : 7
revived        : 7
strange        : 7
assumed        : 7
ineffectual    : 7
fruit          : 7
extorted       : 7
meeting        : 7
exerted        : 7
dispersed      : 7
Hessians       : 7
offers         : 7
canons         : 7
forming        : 7
dominion       : 7
struggle       : 7
henceforth     : 7
disgrace       : 7
appointment    : 7
enthusiasm     : 7
home           : 7
Melander       : 7
troubles       : 7
falling        : 7
alarming       : 7
cannot         : 7
humiliation    : 7
embrace        : 7
conceded       : 7
erected        : 7
spot           : 7
maintaining    : 7
reinforcements : 7
call           : 7
fireof         : 7
againstthe     : 7
office         : 7
offensive      : 7
road           : 7
begun          : 7
alarmed        : 7
Utraquists     : 7
destined       : 7
gloomy         : 6
information    : 6
powerof        : 6
pernicious     : 6
domestic       : 6
benefactor     : 6
performed      : 6
die            : 6
forgotten      : 6
acceded        : 6
dearly         : 6
crime          : 6
bearing        : 6
fulfil         : 6
due            : 6
wholly         : 6
Romans         : 6
Breitenfeld    : 6
instructions   : 6
ere            : 6
strongest      : 6
OF             : 6
represented    : 6
TO             : 6
exclaimed      : 6
We             : 6
connexion      : 6
sure           : 6
Naumburg       : 6
charge         : 6
Father         : 6
language       : 6
thence         : 6
go             : 6
re             : 6
adopt          : 6
scourge        : 6
rivers         : 6
Dukes          : 6
Having         : 6
heaven         : 6
queen          : 6
reconcile      : 6
replied        : 6
contrived      : 6
bear           : 6
interference   : 6
disregarded    : 6
Convinced      : 6
artifice       : 6
traitors       : 6
remnant        : 6
perfect        : 6
paper          : 6
shortly        : 6
restless       : 6
Emperorto      : 6
negligence     : 6
Joseph         : 6
vigilance      : 6
XIII           : 6
arming         : 6
conquerors     : 6
duties         : 6
compel         : 6
composed       : 6
preservation   : 6
stopped        : 6
strengthof     : 6
Small          : 6
address        : 6
does           : 6
acquired       : 6
provide        : 6
ofhis          : 6
calamities     : 6
skirmishes     : 6
beaten         : 6
booty          : 6
obstacle       : 6
Frankenthal    : 6
expenseof      : 6
Bremen         : 6
betweenthe     : 6
Lubeck         : 6
Meantime       : 6
losses         : 6
continuance    : 6
timeto         : 6
capitulation   : 6
fortified      : 6
treason        : 6
survived       : 6
Otto           : 6
temptation     : 6
burden         : 6
decree         : 6
continuing     : 6
obnoxious      : 6
keys           : 6
fight          : 6
connected      : 6
Dutch          : 6
conceived      : 6
cool           : 6
obstinacy      : 6
asserted       : 6
allowing       : 6
enormous       : 6
judgment       : 6
burning        : 6
reality        : 6
lately         : 6
listen         : 6
consider       : 6
animosity      : 6
encounter      : 6
procured       : 6
pious          : 6
member         : 6
toils          : 6
persevering    : 6
alliances      : 6
leaves         : 6
imagination    : 6
multitude      : 6
Mercy          : 6
ran            : 6
aspect         : 6
incapable      : 6
decline        : 6
meantime       : 6
mode           : 6
accession      : 6
communicated   : 6
Fulda          : 6
scruples       : 6
bond           : 6
saving         : 6
move           : 6
say            : 6
confined       : 6
prerogative    : 6
satisfied      : 6
heroism        : 6
warinto        : 6
preferred      : 6
condemned      : 6
streets        : 6
departure      : 6
really         : 6
Mecklenburgh   : 6
thy            : 6
obligation     : 6
violation      : 6
surprising     : 6
attain         : 6
adversary      : 6
entertained    : 6
THE            : 6
later          : 6
revealed       : 6
stand          : 6
Army           : 6
benefit        : 6
grounds        : 6
love           : 6
rushed         : 6
subdued        : 6
preparing      : 6
armyof         : 6
sufficiently   : 6
haughtiness    : 6
learn          : 6
Whatever       : 6
remains        : 6
fields         : 6
issued         : 6
Seven          : 6
retirement     : 6
various        : 6
accomplished   : 6
divide         : 6
dismissed      : 6
batteries      : 6
adversaries    : 6
flower         : 6
joins          : 6
north          : 6
addressed      : 6
feeble         : 6
smoke          : 6
resolute       : 6
ties           : 6
laurels        : 6
bury           : 6
crowds         : 6
resign         : 6
instigation    : 6
proclaimed     : 6
aroused        : 6
Luther         : 6
himselfof      : 6
Darmstadt      : 6
resist         : 6
Stockholm      : 6
camps          : 6
alternative    : 6
encroachments  : 6
fired          : 6
Gratz          : 6
magnitude      : 6
Each           : 6
nevertheless   : 6
rewards        : 6
decrees        : 6
untried        : 6
waggons        : 6
impunity       : 6
fast           : 6
Brahe          : 6
Mantua         : 6
severest       : 6
You            : 6
subsequent     : 6
captured       : 6
proportion     : 6
total          : 6
fourth         : 6
confine        : 6
retaliation    : 6
limited        : 6
Calvinistic    : 6
reserved       : 6
commandof      : 6
arranged       : 6
November       : 6
hated          : 6
haughty        : 6
fixed          : 6
advised        : 6
brothers       : 6
letters        : 6
supplied       : 6
feet           : 6
terrible       : 6
sincere        : 6
unanimity      : 6
abolition      : 6
leading        : 6
deliverance    : 6
spirited       : 6
Rhinegrave     : 6
around         : 6
lofty          : 6
Hatzfeldt      : 6
solely         : 6
laboured       : 6
wandering      : 6
Duchy          : 6
malice         : 6
Stettin        : 6
spiritual      : 6
exercised      : 6
settled        : 6
crowned        : 6
dark           : 6
maxim          : 6
oath           : 6
presumption    : 6
humble         : 6
harmony        : 6
Bucquoi        : 6
obey           : 6
guilty         : 6
permanent      : 6
inclined       : 6
impregnable    : 6
vacant         : 6
soul           : 6
conflict       : 6
transports     : 6
consent        : 6
soldiery       : 6
happiness      : 6
dukes          : 6
cried          : 6
calm           : 6
progressof     : 6
Savoy          : 6
Demmin         : 6
reliance       : 6
commandant     : 6
bad            : 6
submitted      : 6
ministers      : 6
earnest        : 6
wavering       : 6
humane         : 6
frustrated     : 6
likewise       : 6
punishment     : 6
hostility      : 6
extended       : 6
Reinforced     : 6
Mazarin        : 6
archbishopric  : 6
Friedrich      : 5
readers        : 5
gone           : 5
effecting      : 5
Four           : 5
timed          : 5
rout           : 5
ceded          : 5
restraint      : 5
harass         : 5
dread          : 5
There          : 5
Porte          : 5
confession     : 5
prejudices     : 5
partly         : 5
besiege        : 5
evils          : 5
engagements    : 5
exceeded       : 5
arrangement    : 5
credit         : 5
threats        : 5
suppressed     : 5
expended       : 5
lessthan       : 5
foreseen       : 5
boldest        : 5
humbled        : 5
lasting        : 5
entrance       : 5
secular        : 5
forms          : 5
St             : 5
grew           : 5
rested         : 5
indebted       : 5
discontent     : 5
personally     : 5
Feria          : 5
extend         : 5
Spandau        : 5
contend        : 5
subsistence    : 5
ability        : 5
enterprises    : 5
whichhe        : 5
entry          : 5
artfully       : 5
Electors       : 5
willingly      : 5
atrocities     : 5
yielding       : 5
criminal       : 5
FOR            : 5
messenger      : 5
convey         : 5
wall           : 5
limits         : 5
cruelty        : 5
guided         : 5
intrepidity    : 5
wars           : 5
emboldened     : 5
obligedto      : 5
vanity         : 5
blockade       : 5
listened       : 5
reply          : 5
reckon         : 5
fortunes       : 5
impression     : 5
conscience     : 5
conquestof     : 5
competitors    : 5
rude           : 5
disadvantageous: 5
resentment     : 5
Captain        : 5
boldly         : 5
gratify        : 5
bestow         : 5
endeavour      : 5
enforced       : 5
gratified      : 5
persons        : 5
kindled        : 5
themselvesto   : 5
Neumark        : 5
turbulent      : 5
article        : 5
perfidy        : 5
confident      : 5
Neumann        : 5
castle         : 5
lifetime       : 5
worse          : 5
prosecuted     : 5
renounce       : 5
augmented      : 5
malicious      : 5
awakened       : 5
battalions     : 5
sixty          : 5
flocked        : 5
benefices      : 5
strengthen     : 5
Furstenberg    : 5
Etext          : 5
wear           : 5
spoil          : 5
lend           : 5
produce        : 5
levy           : 5
let            : 5
quit           : 5
source         : 5
merit          : 5
cooled         : 5
Fortune        : 5
redress        : 5
Countess       : 5
Custrin        : 5
existed        : 5
Oppenheim      : 5
permission     : 5
usually        : 5
sense          : 5
contemplated   : 5
Torquato       : 5
becomes        : 5
believe        : 5
sceptre        : 5
claimed        : 5
forthe         : 5
defender       : 5
principality   : 5
rapacity       : 5
refuse         : 5
visited        : 5
copyright      : 5
brethren       : 5
tohis          : 5
employment     : 5
inhabitantsof  : 5
attackon       : 5
statement      : 5
possessors     : 5
citadel        : 5
promising      : 5
probability    : 5
heartof        : 5
promoting      : 5
Christina      : 5
contended      : 5
ensure         : 5
NOT            : 5
cold           : 5
Those          : 5
cope           : 5
More           : 5
assistanceof   : 5
seductive      : 5
prolonged      : 5
enlightened    : 5
recruits       : 5
About          : 5
slowly         : 5
New            : 5
himselfmaster  : 5
prisoner       : 5
labours        : 5
correspondence : 5
freed          : 5
bravest        : 5
Saal           : 5
Ingoldstadt    : 5
series         : 5
anticipated    : 5
health         : 5
positive       : 5
coming         : 5
enthusiastic   : 5
except         : 5
admirable      : 5
wants          : 5
defensive      : 5
whichhad       : 5
conferred      : 5
practised      : 5
tended         : 5
prayers        : 5
dissimulation  : 5
suggested      : 5
fruits         : 5
dust           : 5
Buttler        : 5
mouth          : 5
truly          : 5
matched        : 5
born           : 5
tyranny        : 5
educated       : 5
suffer         : 5
seconded       : 5
inward         : 5
astonished     : 5
useless        : 5
lessened       : 5
Immediately    : 5
stroke         : 5
fettered       : 5
reduce         : 5
doctrine       : 5
tempting       : 5
buried         : 5
knights        : 5
instantly      : 5
doing          : 5
review         : 5
bespoke        : 5
acquainted     : 5
tremendous     : 5
balls          : 5
satisfy        : 5
require        : 5
exciting       : 5
aside          : 5
combatants     : 5
Notwithstanding: 5
jurisdiction   : 5
battery        : 5
inclination    : 5
anxiously      : 5
forfeited      : 5
requires       : 5
Seni           : 5
acquisition    : 5
Munster        : 5
conviction     : 5
qualified      : 5
wasto          : 5
combine        : 5
stake          : 5
witness        : 5
Print          : 5
shelter        : 5
avarice        : 5
recruit        : 5
February       : 5
slightest      : 5
absent         : 5
secretly       : 5
obtaining      : 5
complained     : 5
Capuchin       : 5
asked          : 5
disorders      : 5
clemency       : 5
intothe        : 5
impose         : 5
derived        : 5
disciplined    : 5
thosewho       : 5
doubts         : 5
withdrew       : 5
commanders     : 5
rate           : 5
skill          : 5
rash           : 5
withdraw       : 5
aimed          : 5
lawful         : 5
conscious      : 5
stipulated     : 5
preachers      : 5
disbanded      : 5
splendid       : 5
closed         : 5
cuirassiers    : 5
helm           : 5
sufficientto   : 5
musketry       : 5
sound          : 5
creatures      : 5
inconsiderable : 5
avenge         : 5
magazine       : 5
champion       : 5
instant        : 5
sacrifices     : 5
crowns         : 5
himselfto      : 5
forsaken       : 5
Was            : 5
stronger       : 5
vote           : 5
governed       : 5
belonged       : 5
reckoning      : 5
carrying       : 5
repulsed       : 5
certainly      : 5
accommodation  : 5
face           : 5
elected        : 5
wings          : 5
forgot         : 5
clearly        : 5
objects        : 5
intending      : 5
pledge         : 5
punish         : 5
oppressor      : 5
shed           : 5
reap           : 5
rebellious     : 5
confiscated    : 5
application    : 5
exclusive      : 5
alliancewith   : 5
cautious       : 5
learned        : 5
rebel          : 5
gaining        : 5
instructed     : 5
excused        : 5
champions      : 5
Enghien        : 5
peasant        : 5
ordinary       : 5
bread          : 5
sign           : 5
errors         : 5
control        : 5
acknowledge    : 5
commanding     : 5
degree         : 5
speedily       : 5
prepare        : 5
supposed       : 5
nobleman       : 5
inthe          : 5
bringing       : 5
Landsberg      : 5
pecuniary      : 5
painful        : 5
pain           : 5
accidental     : 5
illegal        : 5
congratulate   : 5
boundaries     : 5
Hungarians     : 5
Already        : 5
etexts         : 5
depend         : 5
glance         : 5
owing          : 5
peculiarly     : 5
riches         : 5
enjoy          : 5
throwing       : 5
secularized    : 5
release        : 5
Calvinist      : 5
Soon           : 5
torn           : 5
prelude        : 5
elective       : 5
fearfully      : 5
obeyed         : 5
ripe           : 5
approachof     : 5
Iser           : 5
himof          : 5
earned         : 5
approaches     : 5
approached     : 5
exclude        : 5
origin         : 5
Gronsfeld      : 5
embarrassments : 5
dictated       : 5
dictates       : 5
generalof      : 5
confronted     : 5
brief          : 5
spoils         : 5
victor         : 5
external       : 5
evinced        : 5
heroes         : 5
ceased         : 5
birth          : 5
besiegers      : 5
victim         : 5
intoxication   : 5
circles        : 5
himhis         : 5
meditated      : 5
spare          : 5
fief           : 5
train          : 5
tidings        : 5
creed          : 5
find           : 5
fill           : 5
discontented   : 5
inflicted      : 5
unprepared     : 5
Presburg       : 5
Franconian     : 5
art            : 5
oppressive     : 5
fulfilled      : 5
traces         : 5
Gebhard        : 5
profit         : 5
amount         : 5
suspicions     : 5
discretion     : 5
animate        : 5
rode           : 5
arguments      : 5
Lutter         : 4
J              : 4
M              : 4
W              : 4
timid          : 4
avail          : 4
detachments    : 4
representative : 4
effective      : 4
whence         : 4
appearedin     : 4
unimportant    : 4
shots          : 4
distribute     : 4
think          : 4
Heilbronn      : 4
Casimir        : 4
carefully      : 4
attitude       : 4
journey        : 4
thick          : 4
hoping         : 4
contents       : 4
stream         : 4
Viceroy        : 4
ball           : 4
avowed         : 4
highest        : 4
seizure        : 4
expel          : 4
stay           : 4
respected      : 4
apply          : 4
Colloredo      : 4
convince       : 4
stated         : 4
Abandoned      : 4
spent          : 4
temporary      : 4
branch         : 4
economy        : 4
despotic       : 4
sightof        : 4
Meanwhile      : 4
themas         : 4
forty          : 4
attemptto      : 4
pulpit         : 4
betray         : 4
tried          : 4
necessityof    : 4
trial          : 4
unreformed     : 4
Metz           : 4
religionand    : 4
wanted         : 4
himselfthe     : 4
Krummau        : 4
occupy         : 4
burned         : 4
conquering     : 4
behold         : 4
posterity      : 4
pension        : 4
addition       : 4
proceeding     : 4
votes          : 4
preventthe     : 4
influenceof    : 4
welfare        : 4
unbroken       : 4
disposal       : 4
profited       : 4
Merseburg      : 4
Similar        : 4
tm             : 4
failure        : 4
valiant        : 4
destitute      : 4
themof         : 4
continual      : 4
got            : 4
institution    : 4
exampleof      : 4
deliverer      : 4
vigorously     : 4
larger         : 4
wait           : 4
magnificent    : 4
predecessors   : 4
arrears        : 4
Jancowitz      : 4
extending      : 4
thatthe        : 4
Vasa           : 4
school         : 4
Heaven         : 4
injurious      : 4
worship        : 4
vigilant       : 4
solicited      : 4
crowded        : 4
meanest        : 4
repel          : 4
putting        : 4
partisans      : 4
shameful       : 4
Less           : 4
West           : 4
expired        : 4
besieges       : 4
enable         : 4
refund         : 4
plansof        : 4
conspiracy     : 4
spite          : 4
liberality     : 4
Schafgotsch    : 4
edifice        : 4
themselvesof   : 4
troopsto       : 4
wearied        : 4
sacrificing    : 4
using          : 4
proofs         : 4
espouse        : 4
worth          : 4
popular        : 4
treacherous    : 4
everywhere     : 4
gladly         : 4
worst          : 4
forbearance    : 4
vanished       : 4
eighteen       : 4
limitation     : 4
administrator  : 4
words          : 4
detachment     : 4
parts          : 4
sources        : 4
expressed      : 4
preserve       : 4
savage         : 4
facilitated    : 4
remaining      : 4
prerogatives   : 4
ableto         : 4
Hamburg        : 4
dismay         : 4
rulers         : 4
Friburg        : 4
furious        : 4
accepted       : 4
Inn            : 4
meanwhile      : 4
munificence    : 4
eleven         : 4
emissaries     : 4
lent           : 4
loved          : 4
noise          : 4
quite          : 4
lest           : 4
wound          : 4
prey           : 4
promote        : 4
clause         : 4
surely         : 4
surmounted     : 4
convention     : 4
remembered     : 4
Bogislaus      : 4
preventing     : 4
lawgiver       : 4
mine           : 4
involve        : 4
overrunby      : 4
impossibility  : 4
faction        : 4
torrent        : 4
Emperorand     : 4
receives       : 4
associates     : 4
invades        : 4
compulsory     : 4
ensued         : 4
sleep          : 4
stretched      : 4
bitterest      : 4
cruel          : 4
Werben         : 4
referred       : 4
darkness       : 4
thousands      : 4
expulsion      : 4
Deveroux       : 4
Let            : 4
deserved       : 4
disabled       : 4
poison         : 4
counsellors    : 4
modest         : 4
Dessau         : 4
borne          : 4
Fortunately    : 4
equity         : 4
precaution     : 4
presents       : 4
congress       : 4
Paris          : 4
evidently      : 4
Protestantswere: 4
warhad         : 4
insolence      : 4
materially     : 4
blessings      : 4
premature      : 4
competition    : 4
fortifications : 4
columns        : 4
sensibly       : 4
Most           : 4
proposed       : 4
note           : 4
jcfs           : 4
hordes         : 4
seizing        : 4
hesitatedto    : 4
acceptable     : 4
sinking        : 4
Tiefenbach     : 4
espoused       : 4
perform        : 4
pen            : 4
Three          : 4
auxiliaries    : 4
anything       : 4
desertion      : 4
Walloons       : 4
composure      : 4
himfrom        : 4
mostly         : 4
unwilling      : 4
consisted      : 4
insulated      : 4
peculiar       : 4
detached       : 4
troopsfrom     : 4
agents         : 4
evening        : 4
selected       : 4
appears        : 4
prospectof     : 4
Forest         : 4
armament       : 4
procession     : 4
employ         : 4
prolong        : 4
masterof       : 4
minority       : 4
round          : 4
firstto        : 4
helpless       : 4
trust          : 4
amongst        : 4
rumour         : 4
warto          : 4
guilt          : 4
Long           : 4
princely       : 4
patrimony      : 4
affections     : 4
conductof      : 4
kind           : 4
avenging       : 4
interestsof    : 4
disclosed      : 4
jealousies     : 4
vassals        : 4
resisted       : 4
northern       : 4
sum            : 4
unconditional  : 4
children       : 4
emotion        : 4
Etexts         : 4
Moravian       : 4
files          : 4
village        : 4
idle           : 4
wreck          : 4
sake           : 4
conceal        : 4
Rev            : 4
astrologer     : 4
pardon         : 4
incident       : 4
probable       : 4
offering       : 4
enlisted       : 4
suited         : 4
unjust         : 4
created        : 4
water          : 4
waited         : 4
Conti          : 4
Huguenots      : 4
December       : 4
embarrassed    : 4
bands          : 4
negotiation    : 4
attempting     : 4
questioned     : 4
entrenched     : 4
reconquest     : 4
Feuquieres     : 4
valour         : 4
agent          : 4
militia        : 4
bridges        : 4
gratifying     : 4
irretrievably  : 4
towardsthe     : 4
treatywith     : 4
clouds         : 4
malcontents    : 4
Pirna          : 4
authors        : 4
degradation    : 4
breasts        : 4
followers      : 4
shame          : 4
Warby          : 4
waver          : 4
indemnify      : 4
termination    : 4
race           : 4
madehis        : 4
bigoted        : 4
entrusted      : 4
peaceable      : 4
rage           : 4
diminish       : 4
reduction      : 4
losing         : 4
cherished      : 4
irreparable    : 4
heat           : 4
incessantly    : 4
suppliant      : 4
proclamation   : 4
insensibly     : 4
singular       : 4
carnage        : 4
remarkable     : 4
slight         : 4
authorityover  : 4
surrounding    : 4
precious       : 4
thou           : 4
help           : 4
barrier        : 4
purposes       : 4
judges         : 4
sovereignty    : 4
suite          : 4
Von            : 4
cleared        : 4
inexhaustible  : 4
groaned        : 4
combat         : 4
busy           : 4
elevation      : 4
Religion       : 4
abbacies       : 4
antagonist     : 4
dispirited     : 4
preserved      : 4
partiality     : 4
flourishing    : 4
happy          : 4
Almost         : 4
twice          : 4
indemnified    : 4
tenable        : 4
opportunityof  : 4
grandson       : 4
trumpeter      : 4
protectionof   : 4
trusted        : 4
accelerate     : 4
citizen        : 4
forget         : 4
stern          : 4
favourites     : 4
temporal       : 4
weary          : 4
alienated      : 4
himselfwith    : 4
inferior       : 4
politic        : 4
profession     : 4
boundless      : 4
Luneburg       : 4
mortally       : 4
dignified      : 4
denounced      : 4
grief          : 4
East           : 4
accelerated    : 4
exclusion      : 4
stimulated     : 4
animating      : 4
annual         : 4
Manheim        : 4
visionary      : 4
unavailing     : 4
Hatzfeld       : 4
obscurity      : 4
captain        : 4
handsof        : 4
campaigns      : 4
ascribed       : 4
North          : 4
Wittenberg     : 4
Emperorhad     : 4
mediator       : 4
majority       : 4
everything     : 4
levies         : 4
magnanimous    : 4
musketeers     : 4
Never          : 4
inflamed       : 4
sink           : 4
beenthe        : 4
reach          : 4
squandered     : 4
seeing         : 4
lawless        : 4
distresses     : 4
apprehensive   : 4
match          : 4
temper         : 4
exorbitant     : 4
Morrison       : 4
zealously      : 4
allured        : 4
possibility    : 4
Duttlingen     : 4
page           : 4
impracticable  : 4
Martinitz      : 4
indemnification: 4
ease           : 4
persuaded      : 4
terrors        : 4
conducting     : 4
pass           : 4
legal          : 4
navigation     : 4
overtures      : 4
defending      : 4
deluded        : 4
Confederation  : 4
Berlin         : 4
shared         : 4
assurance      : 4
ungrateful     : 4
internal       : 4
hasty          : 4
irritated      : 4
prohibition    : 4
Wetterau       : 4
republic       : 4
historical     : 4
risen          : 4
himby          : 4
stores         : 4
mandate        : 4
regal          : 4
despatch       : 4
uninterrupted  : 4
werethe        : 4
boast          : 4
September      : 4
flame          : 4
counsel        : 4
ships          : 4
wrong          : 4
ruinous        : 4
visible        : 4
indifferent    : 4
eventof        : 4
brink          : 4
rescued        : 4
warning        : 4
fourteen       : 4
arose          : 4
counter        : 4
Command        : 4
mangled        : 4
peril          : 4
remembrance    : 4
eldest         : 4
sympathy       : 4
attained       : 4
witha          : 4
irruption      : 4
capacity       : 4
oblivion       : 4
rupture        : 4
Princes        : 4
disband        : 4
disguise       : 4
monarchs       : 4
irresolution   : 4
wisdom         : 4
treasure       : 4
Hitherto       : 4
proceed        : 4
assisted       : 4
uniting        : 4
dependenceon   : 4
brigades       : 4
Paderborn      : 4
landed         : 4
secrets        : 4
exaggerated    : 4
fulfilling     : 4
population     : 4
goodwill       : 4
granting       : 4
purchasing     : 4
sons           : 4
ridicule       : 4
file           : 4
succour        : 4
tactics        : 4
petty          : 4
Tyrol          : 4
evident        : 4
ignorant       : 4
intolerable    : 4
restrain       : 4
sufferings     : 4
leftto         : 4
desirable      : 4
agree          : 4
witnessed      : 4
reference      : 4
intervention   : 4
Slawata        : 4
moments        : 4
insisted       : 4
maxims         : 4
disposedto     : 4
detaching      : 4
Steinau        : 4
Treaty         : 4
becoming       : 4
results        : 4
confidencein   : 4
edition        : 4
broad          : 4
display        : 4
prosecuting    : 4
vanguard       : 4
hesitation     : 4
deal           : 4
discharge      : 4
mortification  : 4
bid            : 4
improved       : 4
exclusively    : 4
inquiry        : 4
pains          : 4
fighting       : 4
pleasure       : 4
undisturbed    : 4
current        : 4
actively       : 4
coldness       : 4
weather        : 4
spectacle      : 4
vehemence      : 4
recall         : 4
numerical      : 4
Klostergrab    : 4
D              : 3
S              : 3
posture        : 3
Breslau        : 3
empty          : 3
disturbed      : 3
depriving      : 3
executor       : 3
protecting     : 3
footsteps      : 3
honesty        : 3
wishing        : 3
Electorto      : 3
Swedenwas      : 3
creation       : 3
becamethe      : 3
kingin         : 3
paying         : 3
actual         : 3
disaster       : 3
revoked        : 3
marchthrough   : 3
precarious     : 3
persuasions    : 3
pierced        : 3
overtook       : 3
dearest        : 3
itselfwith     : 3
taught         : 3
temporalities  : 3
acceptance     : 3
Translated     : 3
dearer         : 3
condemnation   : 3
partof         : 3
messengers     : 3
fortify        : 3
devoid         : 3
commit         : 3
meaning        : 3
beneficent     : 3
Equally        : 3
windmills      : 3
partition      : 3
relationship   : 3
reprisals      : 3
inspire        : 3
modification   : 3
farewell       : 3
tribute        : 3
yieldto        : 3
inequality     : 3
disagreeable   : 3
monastery      : 3
escort         : 3
seduced        : 3
Goetz          : 3
Evangelic      : 3
fairs          : 3
awaiting       : 3
victims        : 3
inviting       : 3
AS             : 3
Finland        : 3
fulfilment     : 3
ridiculous     : 3
De             : 3
seizedthe      : 3
Reformers      : 3
IF             : 3
IS             : 3
valid          : 3
undertake      : 3
below          : 3
overawed       : 3
woods          : 3
unexpectedly   : 3
My             : 3
adjacent       : 3
Or             : 3
annihilate     : 3
Wuertemberg    : 3
degraded       : 3
Estatesto      : 3
oppressions    : 3
eyesof         : 3
battleto       : 3
armyinto       : 3
Suddenly       : 3
window         : 3
play           : 3
Livonia        : 3
instruments    : 3
useof          : 3
Austriato      : 3
provoke        : 3
Turkish        : 3
mutiny         : 3
fix            : 3
food           : 3
snare          : 3
relinquished   : 3
plot           : 3
violently      : 3
lively         : 3
cannonade      : 3
Palsgrave      : 3
mixed          : 3
January        : 3
betwixt        : 3
executed       : 3
endangered     : 3
loaded         : 3
Please         : 3
caprice        : 3
gloriously     : 3
indiscriminately: 3
succeeds       : 3
themin         : 3
regret         : 3
scale          : 3
purport        : 3
recognized     : 3
recruiting     : 3
departed       : 3
Ecclesiasticum : 3
wage           : 3
unhappy        : 3
earlier        : 3
dispense       : 3
indulge        : 3
imposing       : 3
crops          : 3
waged          : 3
Adolphushad    : 3
hat            : 3
courageous     : 3
steady         : 3
commissioners  : 3
sickness       : 3
Sternberg      : 3
doublet        : 3
consecrated    : 3
reverse        : 3
beat           : 3
extricated     : 3
hopeof         : 3
persisted      : 3
strict         : 3
Leagueto       : 3
hot            : 3
contracting    : 3
lavished       : 3
surpassed      : 3
Trent          : 3
heresy         : 3
concerned      : 3
Avaux          : 3
regardto       : 3
bequeathed     : 3
Marquis        : 3
United         : 3
