the       : 4148
immense   : 5
stronger  : 5
Weg       : 5
merits    : 5
bully     : 5
promise   : 5
afford    : 5
Johnson   : 5
principles: 5
feared    : 5
showed    : 5
whenever  : 5
Latin     : 5
doors     : 5
foreign   : 5
advice    : 5
sparrows  : 5
choose    : 5
acquaintance: 5
copies    : 5
clock     : 5
fifteen   : 5
halfpenny : 5
shop      : 5
rent      : 5
hollow    : 5
Princess  : 5
sheer     : 5
sheep     : 5
sich      : 5
Besides   : 5
comfort   : 5
Europe    : 5
donkey    : 5
virtue    : 5
Gasse     : 5
Give      : 5
Moreover  : 5
ARCHER    : 5
size      : 5
society   : 5
considering: 5
daylight  : 5
cheap     : 5
pale      : 5
meals     : 5
Murphy    : 5
ease      : 5
east      : 5
persuaded : 5
added     : 5
etexts    : 5
terrible  : 5
handsome  : 5
forenoon  : 5
quality   : 5
March     : 5
stiff     : 5
sleepy    : 5
ungrateful: 5
healthy   : 5
ourselves : 5
PLATZ     : 5
olive     : 5
sounding  : 5
controversy: 5
agreeable : 5
sailing   : 5
mistake   : 5
significance: 5
gift      : 5
holiday   : 5
Horace    : 5
around    : 5
ring      : 5
dining    : 5
maybe     : 5
refer     : 5
rise      : 5
shirt     : 5
nearer    : 5
scarcely  : 5
essential : 5
Highlands : 5
Simoneau  : 5
Gladstone : 5
ground    : 5
confidence: 5
loving    : 5
mirth     : 5
rarely    : 5
intended  : 5
WILLIAM   : 5
facts     : 5
Stevison  : 5
disgrace  : 5
hurry     : 5
honourable: 5
inclined  : 5
landlord  : 5
file      : 5
falling   : 5
wonderfully: 5
during    : 5
published : 5
couple    : 5
Thrawn    : 5
happiness : 5
aim       : 5
expense   : 5
anywhere  : 5
apt       : 5
calm      : 5
ate       : 5
results   : 5
simple    : 5
rogue     : 5
mentioned : 5
angry     : 5
Year      : 5
debt      : 5
practical : 5
improved  : 5
Carlyle   : 5
deny      : 5
buy       : 5
Gray      : 5
Archer    : 5
bye       : 5
recall    : 5
filthy    : 5
carried   : 5
N         : 4
pier      : 4
representation: 4
timid     : 4
rose      : 4
thousand  : 4
Their     : 4
distribute: 4
BUT       : 4
sorrows   : 4
shows     : 4
shown     : 4
critical  : 4
attitude  : 4
finally   : 4
baby      : 4
attempt   : 4
star      : 4
respected : 4
seeks     : 4
numbers   : 4
tread     : 4
bard      : 4
base      : 4
stated    : 4
theory    : 4
Since     : 4
DEC       : 4
branch    : 4
AD        : 4
AS        : 4
Ay        : 4
neck      : 4
users     : 4
ET        : 4
fails     : 4
HE        : 4
JENKIN    : 4
cent      : 4
trial     : 4
driving   : 4
Or        : 4
drunken   : 4
furniture : 4
LAST      : 4
grew      : 4
stuck     : 4
fat       : 4
comfortably: 4
comfortable: 4
hulk      : 4
presented : 4
opened    : 4
hung      : 4
Dew       : 4
extent    : 4
fir       : 4
extend    : 4
thence    : 4
WHISTLES  : 4
ha        : 4
appeared  : 4
wooded    : 4
le        : 4
inimitable: 4
sitting   : 4
rd        : 4
th        : 4
tm        : 4
compensation: 4
Poste     : 4
FONTAINEBLEAU: 4
station   : 4
continual : 4
Think     : 4
anybody   : 4
People    : 4
portrait  : 4
Dumas     : 4
injustice : 4
lang      : 4
circle    : 4
intimate  : 4
religion  : 4
Once      : 4
hat       : 4
early     : 4
Far       : 4
beat      : 4
advance   : 4
appreciate: 4
CUNNINGHAM: 4
beer      : 4
blast     : 4
impression: 4
cruelly   : 4
decently  : 4
Coast     : 4
actually  : 4
oldest    : 4
Restante  : 4
Does      : 4
rule      : 4
dressed   : 4
classical : 4
abstract  : 4
graceful  : 4
ALISON    : 4
isn       : 4
hesitate  : 4
greatcoat : 4
Alpine    : 4
fishers   : 4
WEST      : 4
April     : 4
hypothesis: 4
Had       : 4
parties   : 4
bonny     : 4
bones     : 4
omit      : 4
stupid    : 4
Black     : 4
perpetual : 4
scrolled  : 4
indicate  : 4
contain   : 4
crowd     : 4
crows     : 4
sentence  : 4
Nothing   : 4
accept    : 4
drawings  : 4
foreground: 4
lean      : 4
leaf      : 4
adequate  : 4
weep      : 4
spoke     : 4
Michael   : 4
LOTHIANBURN: 4
JAPP      : 4
translated: 4
lad       : 4
spoon     : 4
shining   : 4
floor     : 4
quid      : 4
smell     : 4
interests : 4
None      : 4
piles     : 4
statues   : 4
worthy    : 4
printed   : 4
leisure   : 4
Campagne  : 4
patch     : 4
heavenly  : 4
STUDIES   : 4
revolution: 4
prepared  : 4
mud       : 4
commonplace: 4
YORK      : 4
WILL      : 4
Cavalier  : 4
returns   : 4
attacked  : 4
swear     : 4
ague      : 4
honestly  : 4
reaching  : 4
decided   : 4
fully     : 4
deserved  : 4
recommend : 4
Lie       : 4
understood: 4
Tuesday   : 4
Hence     : 4
Low       : 4
pines     : 4
songs     : 4
Hyeres    : 4
market    : 4
keen      : 4
chairs    : 4
Talking   : 4
frame     : 4
issue     : 4
sadly     : 4
chosen    : 4
coat      : 4
oil       : 4
Body      : 4
Christian : 4
speaking  : 4
blew      : 4
connected : 4
treated   : 4
smiling   : 4
NOM       : 4
drop      : 4
superior  : 4
connection: 4
Those     : 4
conceived : 4
chorus    : 4
roses     : 4
Most      : 4
Hazlitt   : 4
efforts   : 4
yore      : 4
Also      : 4
Kirk      : 4
airy      : 4
yellow    : 4
medium    : 4
period    : 4
engaged   : 4
disgusted : 4
CASTLETON : 4
MAGAZINE  : 4
prisoner  : 4
ONE       : 4
escape    : 4
faithfulR : 4
Herewith  : 4
apparently: 4
wondering : 4
deserted  : 4
thirteen  : 4
innocent  : 4
idiot     : 4
print     : 4
nerves    : 4
reviews   : 4
delete    : 4
villa     : 4
procession: 4
spray     : 4
LONGMAN   : 4
announced : 4
pride     : 4
hoped     : 4
established: 4
Tell      : 4
comic     : 4
swift     : 4
disappointment: 4
tender    : 4
brains    : 4
favour    : 4
abroad    : 4
poverty   : 4
Scottish  : 4
damnable  : 4
patience  : 4
excellently: 4
relations : 4
dust      : 4
introduce : 4
labour    : 4
glorious  : 4
beings    : 4
king      : 4
patient   : 4
suffer    : 4
amuse     : 4
omission  : 4
Scot      : 4
recognise : 4
beside    : 4
Swanston  : 4
glory     : 4
passing   : 4
beggar    : 4
tremendous: 4
scratch   : 4
sane      : 4
suitable  : 4
frankly   : 4
including : 4
caught    : 4
opposite  : 4
penniless : 4
tedious   : 4
required  : 4
tonic     : 4
unknown   : 4
Thou      : 4
survive   : 4
blown     : 4
friendly  : 4
island    : 4
San       : 4
Otherwise : 4
railway   : 4
grass     : 4
Morley    : 4
midst     : 4
lungs     : 4
combine   : 4
HENLEYLA  : 4
witness   : 4
happier   : 4
Bush      : 4
disgust   : 4
mechanic  : 4
Preface   : 4
lots      : 4
staying   : 4
HERZ      : 4
companion : 4
Tom       : 4
PAVILION  : 4
rights    : 4
share     : 4
Frankfurt : 4
waves     : 4
Byron     : 4
Royal     : 4
slumber   : 4
countenance: 4
leads     : 4
wad       : 4
TIME      : 4
wee       : 4
rage      : 4
various   : 4
rare      : 4
gate      : 4
divine    : 4
somebody  : 4
illusion  : 4
occupied  : 4
Sargent   : 4
fifteenth : 4
remarkable: 4
slight    : 4
shilling  : 4
purposes  : 4
feeble    : 4
smoke     : 4
verger    : 4
audience  : 4
Treasure  : 4
Christ    : 4
named     : 4
entire    : 4
strongly  : 4
shadows   : 4
tempted   : 4
suits     : 4
beneath   : 4
affected  : 4
pleasures : 4
suggestions: 4
drafted   : 4
court     : 4
calls     : 4
Monday    : 4
questions : 4
CENTURY   : 4
action    : 4
Hotel     : 4
Duddingston: 4
attraction: 4
Each      : 4
Advocate  : 4
Tommy     : 4
profession: 4
clearly   : 4
steal     : 4
listening : 4
shakes    : 4
Paul      : 4
Payn      : 4
peaceful  : 4
bills     : 4
happily   : 4
advertised: 4
sham      : 4
photographs: 4
handed    : 4
notion    : 4
arrive    : 4
nervous   : 4
doomed    : 4
Greek     : 4
delicate  : 4
consolation: 4
cloud     : 4
imitation : 4
afternoons: 4
auld      : 4
peasant   : 4
join      : 4
ordinary  : 4
bread     : 4
sign      : 4
directly  : 4
birthday  : 4
Never     : 4
lighter   : 4
fourth    : 4
sink      : 4
hint      : 4
gentlemen : 4
divers    : 4
excitement: 4
prepare   : 4
nowadays  : 4
stirring  : 4
police    : 4
translation: 4
crazy     : 4
spoken    : 4
Court     : 4
involved  : 4
rusty     : 4
papa      : 4
thither   : 4
Colonel   : 4
path      : 4
SPRING    : 4
brings    : 4
regarding : 4
poetry    : 4
exhausted : 4
Island    : 4
upset     : 4
tales     : 4
beard     : 4
flying    : 4
Willie    : 4
recently  : 4
incredible: 4
beastly   : 4
naturally : 4
talks     : 4
flavour   : 4
technical : 4
spirited  : 4
Indian    : 4
release   : 4
haven     : 4
cheese    : 4
rotten    : 4
tour      : 4
boats     : 4
Parliament: 4
rocks     : 4
necessity : 4
TALES     : 4
partially : 4
Whenever  : 4
exist     : 4
witty     : 4
sunny     : 4
dash      : 4
affairs   : 4
dignity   : 4
dawn      : 4
photograph: 4
chill     : 4
hopeless  : 4
heroic    : 4
Pepys     : 4
chief     : 4
Francisco : 4
Englishman: 4
pirate    : 4
choice    : 4
Rock      : 4
ADMIRAL   : 4
royalty   : 4
heave     : 4
practically: 4
illustrate: 4
fill      : 4
writes    : 4
rlsl      : 4
fits      : 4
CUMMY     : 4
covered   : 4
Leith     : 4
qualities : 4
consent   : 4
Bridge    : 4
Dover     : 4
journals  : 4
cage      : 4
cafe      : 4
cried     : 4
arm       : 4
becoming  : 4
camp      : 4
broad     : 4
heels     : 4
amount    : 4
simply    : 4
earnest   : 4
capable   : 4
explained : 4
steering  : 4
model     : 4
essentially: 4
drawn     : 4
Such      : 4
ART       : 4
gods      : 4
suggest   : 4
Hume      : 4
Thomson   : 4
herself   : 4
cleaning  : 4
Dick      : 4
rival     : 4
impersonation: 3
FRANCE    : 3
imperfect : 3
spreading : 3
wolverine : 3
WAVERLEY  : 3
p         : 3
Adieu     : 3
root      : 3
pink      : 3
pine      : 3
BON       : 3
BOY       : 3
Any       : 3
cry       : 3
uncertain : 3
dread     : 3
fellows   : 3
humoured  : 3
ninety    : 3
dam       : 3
CAL       : 3
DIEU      : 3
FOND      : 3
carefully : 3
Boswell   : 3
Bed       : 3
Ben       : 3
shoes     : 3
states    : 3
curse     : 3
crime     : 3
pavement  : 3
mail      : 3
arrangement: 3
Swan      : 3
maid      : 3
Boy       : 3
Lamb      : 3
ball      : 3
commit    : 3
wilfully  : 3
bang      : 3
band      : 3
beneficent: 3
expression: 3
childhood : 3
dedicate  : 3
treat     : 3
affectation: 3
seedy     : 3
knock     : 3
mass      : 3
Whether   : 3
admit     : 3
apply     : 3
Dumfries  : 3
Seraphina : 3
Doctor    : 3
DAS       : 3
spend     : 3
egg       : 3
fairy     : 3
AN        : 3
BE        : 3
immediately: 3
BU        : 3
CA        : 3
CO        : 3
evidence  : 3
Co        : 3
precisely : 3
twittering: 3
tries     : 3
gradually : 3
IL        : 3
seventh   : 3
JE        : 3
Bell      : 3
awfully   : 3
est       : 3
La        : 3
estate    : 3
NO        : 3
forms     : 3
SO        : 3
nest      : 3
fetched   : 3
wealthy   : 3
features  : 3
classes   : 3
conclusion: 3
BROWN     : 3
fought    : 3
rained    : 3
completely: 3
youngest  : 3
wanton    : 3
Day       : 3
didn      : 3
Anthony   : 3
surf      : 3
Johnstone : 3
criticism : 3
END       : 3
lamentable: 3
plot      : 3
flourish  : 3
lively    : 3
customary : 3
beeches   : 3
lantern   : 3
ma        : 3
mixed     : 3
January   : 3
blindness : 3
bells     : 3
gas       : 3
gem       : 3
NICE      : 3
PROFESSOR : 3
snake     : 3
marrow    : 3
correct   : 3
imitate   : 3
Anyway    : 3
murder    : 3
Horatian  : 3
COLVINLA  : 3
larger    : 3
handkerchief: 3
extra     : 3
lame      : 3
clauses   : 3
drift     : 3
WINTER    : 3
convict   : 3
wash      : 3
Collins   : 3
Brown     : 3
steady    : 3
Bourgeois : 3
beam      : 3
fiction   : 3
hit       : 3
grossly   : 3
square    : 3
hospital  : 3
deserve   : 3
debts     : 3
monstrous : 3
beef      : 3
deals     : 3
begs      : 3
dissipated: 3
characteristic: 3
TIMON     : 3
RAMSAY    : 3
confusion : 3
blackbirds: 3
blank     : 3
vapour    : 3
basket    : 3
reaches   : 3
artifice  : 3
mend      : 3
spectral  : 3
Forfeited : 3
Apollo    : 3
Routledge : 3
HAD       : 3
ice       : 3
PERTHSHIRE: 3
ruin      : 3
Captain   : 3
Get       : 3
refund    : 3
mysterious: 3
bench     : 3
pomp      : 3
inn       : 3
unsatisfactory: 3
pool      : 3
persons   : 3
smilingly : 3
SMALL     : 3
communicate: 3
Isles     : 3
port      : 3
guys      : 3
pour      : 3
property  : 3
partial   : 3
filled    : 3
Crashaw   : 3
hilltop   : 3
telegraph : 3
Faith     : 3
gentle    : 3
Wordsworth: 3
occasional: 3
flattering: 3
lifted    : 3
delicious : 3
prospects : 3
seamen    : 3
forenoons : 3
purely    : 3
bleak     : 3
eaten     : 3
jot       : 3
ardour    : 3
equivalent: 3
Dickens   : 3
sixty     : 3
medicine  : 3
entered   : 3
skating   : 3
repose    : 3
fatigue   : 3
crown     : 3
Delaware  : 3
pursuit   : 3
publication: 3
expressed : 3
hinder    : 3
HAMERTON  : 3
stopped   : 3
surprises : 3
kid       : 3
austere   : 3
throughout: 3
Etext     : 3
Solitude  : 3
Portfolio : 3
sunlight  : 3
furious   : 3
weet      : 3
unconscious: 3
Donkey    : 3
legs      : 3
customs   : 3
southerly : 3
STEVENSONBONALLIE: 3
throw     : 3
Its       : 3
orders    : 3
meadow    : 3
improve   : 3
les       : 3
courtesy  : 3
FABLES    : 3
acquired  : 3
spared    : 3
lonely    : 3
computer  : 3
MENTONE   : 3
DECHE     : 3
quick     : 3
merry     : 3
Countess  : 3
amiable   : 3
pause     : 3
Providence: 3
milk      : 3
Bancroft  : 3
bite      : 3
Children  : 3
BONNE     : 3
abode     : 3
division  : 3
bits      : 3
map       : 3
ideal     : 3
becomes   : 3
wicked    : 3
PARIS     : 3
fright    : 3
consummate: 3
height    : 3
Xmas      : 3
mid       : 3
holds     : 3
studying  : 3
William   : 3
roadway   : 3
befall    : 3
bitter    : 3
LIFE      : 3
PIRATE    : 3
shillings : 3
slate     : 3
Heavens   : 3
signature : 3
believed  : 3
Parson    : 3
LIKE      : 3
standstill: 3
conception: 3
NOUS      : 3
eloquent  : 3
visited   : 3
rolled    : 3
nay       : 3
drives    : 3
driven    : 3
Fleury    : 3
morality  : 3
Meantime  : 3
mistral   : 3
THOREAU   : 3
ignorance : 3
designs   : 3
trifle    : 3
drops     : 3
conquer   : 3
Bacon     : 3
promising : 3
travellers: 3
direct    : 3
faithfulROBERT: 3
FOREST    : 3
waggon    : 3
brother   : 3
correspondents: 3
Silver    : 3
oak       : 3
Although  : 3
ode       : 3
claim     : 3
chronic   : 3
coal      : 3
cock      : 3
evidently : 3
promises  : 3
ancient   : 3
ony       : 3
Dutch     : 3
willing   : 3
oor       : 3
oot       : 3
wide      : 3
Book      : 3
push      : 3
columns   : 3
More      : 3
cook      : 3
cool      : 3
Alps      : 3
bitterly  : 3
prolonged : 3
Both      : 3
piping    : 3
framed    : 3
flight    : 3
airs      : 3
ahead     : 3
wise      : 3
invitation: 3
invisible : 3
draught   : 3
Among     : 3
sermons   : 3
Three     : 3
cloaks    : 3
burning   : 3
velvet    : 3
fantastic : 3
emigrant  : 3
Would     : 3
pot       : 3
Arthur    : 3
flattered : 3
pipes     : 3
TEMPLE    : 3
ornament  : 3
Quite     : 3
eternity  : 3
hunting   : 3
chapel    : 3
wearying  : 3
schooner  : 3
maist     : 3
PAS       : 3
absurd    : 3
dedicated : 3
slowness  : 3
Money     : 3
darling   : 3
peculiar  : 3
misconduct: 3
painted   : 3
serve     : 3
painter   : 3
task      : 3
kirkyard  : 3
writers   : 3
Old       : 3
pleurisy  : 3
collection: 3
wants     : 3
donations : 3
planks    : 3
HORATIO   : 3
arrival   : 3
performance: 3
LOWLA     : 3
quote     : 3
scorn     : 3
ran       : 3
authorities: 3
posted    : 3
rolling   : 3
aspect    : 3
calling   : 3
Pan       : 3
escaped   : 3
begged    : 3
tendency  : 3
republication: 3
crew      : 3
MANHATTAN : 3
recollect : 3
royal     : 3
row       : 3
communicated: 3
THOMSON   : 3
Sweet     : 3
Nursery   : 3
kids      : 3
vice      : 3
offices   : 3
justified : 3
ours      : 3
CANNOT    : 3
SQUATTERS : 3
generation: 3
affections: 3
trunk     : 3
vile      : 3
Beautiful : 3
sae       : 3
boys      : 3
responsibility: 3
compared  : 3
Rosen     : 3
sin       : 3
convinced : 3
feebleness: 3
Herbert   : 3
horse     : 3
gloom     : 3
threatened: 3
dreadfully: 3
fooling   : 3
consumption: 3
LOST      : 3
guide     : 3
motto     : 3
range     : 3
HOCHLAND  : 3
utter     : 3
squalls   : 3
tak       : 3
Literature: 3
departure : 3
poetical  : 3
hall      : 3
salt      : 3
Napoleon  : 3
Red       : 3
halt      : 3
Again     : 3
Gard      : 3
SIC       : 3
harm      : 3
Present   : 3
hath      : 3
Arabs     : 3
concert   : 3
LETTERS   : 3
twa       : 3
desired   : 3
tear      : 3
wrecks    : 3
txt       : 3
Keats     : 3
requires  : 3
clink     : 3
shores    : 3
trumpets  : 3
Sae       : 3
sixteen   : 3
announcement: 3
University: 3
colours   : 3
Gondremarck: 3
helping   : 3
pitch     : 3
cheerfully: 3
picking   : 3
Information: 3
Mountains : 3
Burt      : 3
thread    : 3
TWO       : 3
cuts      : 3
surprise  : 3
grounds   : 3
nuts      : 3
MONKHOUSE : 3
worm      : 3
loud      : 3
hunted    : 3
extinct   : 3
February  : 3
tepid     : 3
cloudy    : 3
sufficiently: 3
swimming  : 3
agreed    : 3
official  : 3
STATE     : 3
UND       : 3
finely    : 3
horizon   : 3
compose   : 3
authors   : 3
hatchet   : 3
financial : 3
farther   : 3
Scotchman : 3
expected  : 3
Volume    : 3
toothache : 3
feels     : 3
Estates   : 3
sterling  : 3
wax       : 3
greed     : 3
Seven     : 3
pirates   : 3
voyage    : 3
gale      : 3
wit       : 3
rank      : 3
cherished : 3
sudden    : 3
Snatchers : 3
plunge    : 3
unfit     : 3
interview : 3
downstairs: 3
Fielding  : 3
watching  : 3
proprietor: 3
justly    : 3
contrast  : 3
conscious : 3
picked    : 3
possesses : 3
luxury    : 3
thee      : 3
started   : 3
flower    : 3
pleasantry: 3
Laren     : 3
WAS       : 3
deeply    : 3
plucked   : 3
nails     : 3
conclude  : 3
north     : 3
pleasantly: 3
coffin    : 3
ended     : 3
translate : 3
nightmare : 3
hers      : 3
lights    : 3
Trelawney : 3
fruiterer : 3
authority : 3
Excuse    : 3
bulk      : 3
equally   : 3
arms      : 3
tied      : 3
vols      : 3
Wreck     : 3
sickbed   : 3
REIN      : 3
partiality: 3
vote      : 3
snails    : 3
Sire      : 3
offence   : 3
shouting  : 3
mothers   : 3
yon       : 3
Suffolk   : 3
subjects  : 3
SOUTH     : 3
fires     : 3
Cottage   : 3
acting    : 3
Right     : 3
headed    : 3
HIER      : 3
cheaper   : 3
sooner    : 3
problems  : 3
stern     : 3
MARSEILLE : 3
theatre   : 3
cover     : 3
religious : 3
shower    : 3
steep     : 3
gutter    : 3
fisherman : 3
Mentone   : 3
keenly    : 3
Parc      : 3
fate      : 3
hasten    : 3
blush     : 3
muckle    : 3
fiddle    : 3
local     : 3
cathedral : 3
satisfaction: 3
FIRST     : 3
sickly    : 3
annual    : 3
armed     : 3
repeated  : 3
unto      : 3
grind     : 3
PALL      : 3
wrapped   : 3
compliment: 3
plane     : 3
neighbourhood: 3
rubbish   : 3
plans     : 3
Babington : 3
offered   : 3
national  : 3
salute    : 3
blacks    : 3
Seriously : 3
proportion: 3
countryman: 3
lamplit   : 3
Church    : 3
total     : 3
console   : 3
social    : 3
coloured  : 3
Cassandra : 3
vivid     : 3
justify   : 3
Susquehannah: 3
bigger    : 3
tremble   : 3
Brash     : 3
STEVENSONWICK: 3
electronically: 3
temper    : 3
reserved  : 3
dibbs     : 3
justifiable: 3
Waverley  : 3
gaiety    : 3
rhymes    : 3
Saone     : 3
opening   : 3
dollars   : 3
refused   : 3
emphatically: 3
unable    : 3
separation: 3
hammering : 3
Musset    : 3
Damn      : 3
advised   : 3
Could     : 3
wealth    : 3
combination: 3
Youth     : 3
sacrifice : 3
behaved   : 3
smiles    : 3
domain    : 3
lodgings  : 3
thrilled  : 3
PLACE     : 3
adding    : 3
upwards   : 3
tackle    : 3
delights  : 3
fees      : 3
SITWELLSWANSTON: 3
breast    : 3
History   : 3
rudiments : 3
overwork  : 3
ORDERED   : 3
owing     : 3
Marie     : 3
incredibly: 3
craft     : 3
desperate : 3
leading   : 3
Penny     : 3
moving    : 3
science   : 3
DAYS      : 3
historical: 3
couldn    : 3
buildings : 3
cynical   : 3
chimney   : 3
tone      : 3
pouring   : 3
representations: 3
torn      : 3
gilt      : 3
Howe      : 3
shoulder  : 3
documents : 3
boast     : 3
tempered  : 3
pitiful   : 3
counsel   : 3
liver     : 3
ladies    : 3
indifferent: 3
Spec      : 3
horseman  : 3
rejoinder : 3
haunt     : 3
generosity: 3
warning   : 3
Italy     : 3
manhood   : 3
bitterness: 3
edge      : 3
incompetent: 3
dreamed   : 3
recover   : 3
painting  : 3
settled   : 3
GOSSEMONTEREY: 3
Jones     : 3
obscure   : 3
towns     : 3
brighter  : 3
lastly    : 3
Clarissa  : 3
realistic : 3
exile     : 3
Chatto    : 3
prison    : 3
humble    : 3
folly     : 3
Princes   : 3
borrowed  : 3
roaring   : 3
rivals    : 3
claims    : 3
treasure  : 3
Crane     : 3
birth     : 3
foresee   : 3
members   : 3
shrewd    : 3
Werther   : 3
feelings  : 3
friendship: 3
secrets   : 3
babble    : 3
program   : 3
trap      : 3
struggle  : 3
grows     : 3
sometime  : 3
trim      : 3
wedding   : 3
spare     : 3
material  : 3
unpleasant: 3
SPECTATOR : 3
horn      : 3
troubles  : 3
Deronda   : 3
sticking  : 3
distinguish: 3
Madame    : 3
firs      : 3
Shadow    : 3
Hebrew    : 3
desirable : 3
unwell    : 3
fallible  : 3
inhabit   : 3
Brussels  : 3
moments   : 3
track     : 3
Charon    : 3
trade     : 3
vague     : 3
sentimental: 3
memoirs   : 3
Maletroit : 3
morals    : 3
embrace   : 3
strangely : 3
spoiled   : 3
movement  : 3
tolerable : 3
chemist   : 3
Muses     : 3
hoast     : 3
Main      : 3
collapse  : 3
COLVINBONALLIE: 3
ass       : 3
palace    : 3
Mark      : 3
Mary      : 3
awa       : 3
pleasurable: 3
cape      : 3
aye       : 3
morbid    : 3
inspiration: 3
awake     : 3
bar       : 3
drowned   : 3
Dryden    : 3
honoured  : 3
Nemesis   : 3
deck      : 3
recommendation: 3
bankruptcy: 3
likewise  : 3
discovery : 3
infinitely: 3
bow       : 3
ANY       : 3
pains     : 3
draws     : 3
MALL      : 3
stops     : 3
current   : 3
reviewer  : 3
ARABIAN   : 3
immensely : 3
roar      : 3
rightly   : 3
goat      : 3
CHILD     : 3
stately   : 3
Next      : 3
flat      : 3
tushery   : 3
Play      : 3
argument  : 3
aware     : 3
cat       : 3
laziness  : 3
carries   : 3
BAR       : 3
pretend   : 2
MEDDOWES  : 2
Q         : 2
Z         : 2
f         : 2
i         : 2
weeping   : 2
l         : 2
n         : 2
x         : 2
WARREN    : 2
skeleton  : 2
COUNTRY   : 2
copying   : 2
pile      : 2
witching  : 2
Four      : 2
intellectual: 2
cod       : 2
madman    : 2
BOB       : 2
effective : 2
cup       : 2
rheumatic : 2
kitchen   : 2
prevented : 2
creation  : 2
languages : 2
mistress  : 2
unmanly   : 2
shapely   : 2
famously  : 2
domestic  : 2
infirmary : 2
Osbourne  : 2
shook     : 2
paying    : 2
deception : 2
starts    : 2
budget    : 2
jacket    : 2
shops     : 2
POLISSON  : 2
hitch     : 2
currants  : 2
widens    : 2
earliest  : 2
attitudes : 2
Greece    : 2
enter     : 2
dates     : 2
doings    : 2
Loing     : 2
Thirty    : 2
Bummkopf  : 2
fetch     : 2
audible   : 2
showy     : 2
statesman : 2
CAN       : 2
nicest    : 2
specimen  : 2
dated     : 2
introduction: 2
GOSSETHE  : 2
heavily   : 2
confession: 2
Bay       : 2
demands   : 2
den       : 2
Arcady    : 2
average   : 2
compare   : 2
virtues   : 2
volcano   : 2
borrow    : 2
dig       : 2
seasons   : 2
straw     : 2
publicly  : 2
aromatic  : 2
hideous   : 2
Heave     : 2
Lacy      : 2
showing   : 2
balance   : 2
JAMES     : 2
Sonnet    : 2
dearly    : 2
Millais   : 2
Monkhouse : 2
statue    : 2
ailments  : 2
curry     : 2
hoping    : 2
contents  : 2
silenced  : 2
Pirbright : 2
scattered : 2
stream    : 2
main      : 2
strip     : 2
wallow    : 2
Box       : 2
handsomely: 2
compass   : 2
PLUS      : 2
Walk      : 2
palmy     : 2
dug       : 2
CUI       : 2
Land      : 2
furtive   : 2
MOUNTAINS : 2
bare      : 2
speed     : 2
bodily    : 2
Child     : 2
Remains   : 2
secret    : 2
SAPIENTIBUS: 2
solitude  : 2
soldier   : 2
stir      : 2
Cap       : 2
tenants   : 2
DER       : 2
understanding: 2
version   : 2
DIE       : 2
Be        : 2
severe    : 2
ugliest   : 2
cottage   : 2
minister  : 2
Tulloch   : 2
lecturing : 2
contempt  : 2
Go        : 2
turns     : 2
DON       : 2
IX        : 2
clocks    : 2
entrance  : 2
Ma        : 2
LAND      : 2
raining   : 2
trick     : 2
eve       : 2
harder    : 2
render    : 2
adjacent  : 2
rolls     : 2
borrowing : 2
argues    : 2
RD        : 2
RE        : 2
shines    : 2
argued    : 2
gray      : 2
alternatively: 2
nightingales: 2
Tragedy   : 2
Selkirk   : 2
TU        : 2
foam      : 2
LATE      : 2
sternmost : 2
UN        : 2
UT        : 2
sharing   : 2
Free      : 2
summit    : 2
WE        : 2
button    : 2
trademark : 2
memorial  : 2
Stories   : 2
lowest    : 2
Yo        : 2
PLEASE    : 2
Always    : 2
piety     : 2
burned    : 2
physician : 2
FRANKFURT : 2
proceeded : 2
fed       : 2
fee       : 2
WOMAN     : 2
hunt      : 2
sunk      : 2
winded    : 2
sung      : 2
produces  : 2
politics  : 2
dies      : 2
lawyer    : 2
greeting  : 2
fix       : 2
tittle    : 2
addition  : 2
ah        : 2
shrine    : 2
Webster   : 2
blowing   : 2
folk      : 2
ay        : 2
hurt      : 2
Pope      : 2
fore      : 2
du        : 2
criticise : 2
MEIN      : 2
eh        : 2
en        : 2
blight    : 2
Miller    : 2
INFINITUM : 2
fog       : 2
tears     : 2
fox       : 2
fy        : 2
contend   : 2
feather   : 2
foul      : 2
fro       : 2
il        : 2
schemes   : 2
distraction: 2
dire      : 2
ftp       : 2
la        : 2
triumphantly: 2
Macdonald : 2
ly        : 2
suggests  : 2
sufficient: 2
disk      : 2
dish      : 2
Powell    : 2
student   : 2
bricks    : 2
kisses    : 2
BEST      : 2
po        : 2
pp        : 2
readily   : 2
convenience: 2
extremely : 2
allowance : 2
FERRIER   : 2
se        : 2
adore     : 2
lecture   : 2
st        : 2
Melbourne : 2
Syne      : 2
willingly : 2
FOREIGN   : 2
disposed  : 2
previous  : 2
tumultuous: 2
tottering : 2
yo        : 2
MONKHOUSELA: 2
oaths     : 2
continued : 2
FROM      : 2
create    : 2
criminal  : 2
CORRESPONDENCE: 2
stranded  : 2
BAXTERDUNBLANE: 2
Rembrandt : 2
fitful    : 2
gin       : 2
scalp     : 2
mastery   : 2
god       : 2
STEVENSONCHALET: 2
epitome   : 2
institution: 2
lack      : 2
neglected : 2
End       : 2
unpardonable: 2
evolution : 2
Vernon    : 2
ETEXT     : 2
considered: 2
sneer     : 2
gum       : 2
gun       : 2
magnificent: 2
native    : 2
wouldnae  : 2
lain      : 2
Lothianburn: 2
