the       : 5745
dignified : 6
steam     : 6
glimpses  : 6
cleanliness: 6
cherry    : 6
luck      : 6
Yonezawa  : 6
gets      : 6
flights   : 6
trained   : 6
Rice      : 6
Kocho     : 6
peasant   : 6
total     : 6
social    : 6
luggage   : 6
extreme   : 6
especially: 6
nights    : 6
played    : 6
granite   : 6
backwards : 6
contented : 6
cheap     : 6
traffic   : 6
spoken    : 6
prayer    : 6
hamlets   : 6
principal : 6
east      : 6
grotesque : 6
past      : 6
easy      : 6
profoundly: 6
reverence : 6
inch      : 6
thehouse  : 6
upwards   : 6
squeeze   : 6
papers    : 6
etexts    : 6
directions: 6
breath    : 6
bears     : 6
potatoes  : 6
boatmen   : 6
distances : 6
leading   : 6
moving    : 6
tops      : 6
Harry     : 6
kimonos   : 6
toys      : 6
flags     : 6
approached: 6
inhabitants: 6
profusion : 6
mounted   : 6
fourteen  : 6
considerably: 6
province  : 6
enclosed  : 6
robes     : 6
sunny     : 6
Kinugawa  : 6
kicked    : 6
panels    : 6
exaggerated: 6
valuable  : 6
trim      : 6
represent : 6
samurai   : 6
holy      : 6
file      : 6
trays     : 6
seats     : 6
fashioned : 6
inside    : 6
fascinating: 6
tight     : 6
vague     : 6
lighting  : 6
act       : 6
sleeves   : 6
cage      : 6
strangers : 6
arm       : 6
cast      : 6
cars      : 6
cooking   : 6
parted    : 6
colossal  : 6
rudely    : 6
Mombets   : 6
Near      : 6
allthe    : 6
deer      : 6
upstairs  : 6
closely   : 6
story     : 6
wishes    : 6
booths    : 6
covering  : 6
squatting : 5
roll      : 5
staircase : 5
readers   : 5
YEDO      : 5
root      : 5
pins      : 5
Four      : 5
plenty    : 5
chicken   : 5
mistress  : 5
glare     : 5
actual    : 5
glass     : 5
enter     : 5
gallery   : 5
Unbeaten  : 5
baby      : 5
curve     : 5
ferns     : 5
necks     : 5
dug       : 5
meaning   : 5
cedar     : 5
Last      : 5
needed    : 5
stew      : 5
solitude  : 5
stir      : 5
aconsiderable: 5
platform  : 5
ragged    : 5
liberally : 5
ontheir   : 5
packed    : 5
skinned   : 5
wanted    : 5
nets      : 5
arriving  : 5
huge      : 5
summit    : 5
Within    : 5
study     : 5
fever     : 5
burner    : 5
fir       : 5
fit       : 5
tawny     : 5
huts      : 5
fore      : 5
twilight  : 5
covers    : 5
ke        : 5
sufficient: 5
niches    : 5
dream     : 5
noble     : 5
thatched  : 5
poorest   : 5
abominable: 5
monster   : 5
frightened: 5
medicines : 5
previous  : 5
tatami    : 5
scale     : 5
candles   : 5
follow    : 5
Imperial  : 5
dragging  : 5
FOR       : 5
forlorn   : 5
wait      : 5
lamp      : 5
drift     : 5
thatthe   : 5
secure    : 5
brush     : 5
vegetables: 5
wave      : 5
tipsy     : 5
wages     : 5
beam      : 5
fibre     : 5
regarded  : 5
volcanic  : 5
thetop    : 5
horseback : 5
hum       : 5
haveseen  : 5
household : 5
jumped    : 5
rapids    : 5
God       : 5
grandeur  : 5
previously: 5
avocations: 5
theriver  : 5
watched   : 5
eaten     : 5
drive     : 5
sources   : 5
wearing   : 5
married   : 5
expressed : 5
seventeen : 5
sunlight  : 5
fearful   : 5
gateways  : 5
Mellon    : 5
irori     : 5
noise     : 5
Theyare   : 5
wound     : 5
doctor    : 5
clay      : 5
medical   : 5
surmounted: 5
dome      : 5
None      : 5
relief    : 5
bird      : 5
comely    : 5
marvellous: 5
patch     : 5
allow     : 5
lodges    : 5
believed  : 5
cutting   : 5
prepared  : 5
Street    : 5
sweep     : 5
pushing   : 5
volume    : 5
wands     : 5
drifting  : 5
copyright : 5
driven    : 5
decided   : 5
mystery   : 5
Europeans : 5
poison    : 5
imagine   : 5
grooves   : 5
acute     : 5
peace     : 5
coat      : 5
paved     : 5
Another   : 5
treated   : 5
cone      : 5
cook      : 5
Most      : 5
barracks  : 5
speaks    : 5
medium    : 5
Tracks    : 5
evil      : 5
geishas   : 5
sunrise   : 5
pot       : 5
coolness  : 5
vestige   : 5
curved    : 5
surroundings: 5
retired   : 5
hakama    : 5
shadow    : 5
touching  : 5
Ichikawa  : 5
request   : 5
chapel    : 5
LEGATION  : 5
legged    : 5
planed    : 5
theyare   : 5
peculiar  : 5
numberof  : 5
drove     : 5
merchants : 5
splashed  : 5
plants    : 5
operation : 5
collection: 5
distress  : 5
railroad  : 5
bridegroom: 5
sails     : 5
southern  : 5
practised : 5
shallow   : 5
helped    : 5
mode      : 5
blossom   : 5
noticed   : 5
Aidzu     : 5
bold      : 5
born      : 5
habits    : 5
thestreet : 5
Mission   : 5
personal  : 5
Kuroishi  : 5
deposited : 5
savagery  : 5
satisfied : 5
constant  : 5
onwhich   : 5
nature    : 5
sum       : 5
skulls    : 5
cliff     : 5
shingles  : 5
laugh     : 5
pressed   : 5
save      : 5
spirit    : 5
regard    : 5
offering  : 5
occurred  : 5
idols     : 5
stars     : 5
dolls     : 5
thefloor  : 5
boards    : 5
diamond   : 5
thecountry: 5
Sea       : 5
returning : 5
fears     : 5
midst     : 5
feast     : 5
University: 5
colours   : 5
blackened : 5
blossoms  : 5
surround  : 5
subject   : 5
grain     : 5
poisoned  : 5
Print     : 5
cuts      : 5
wolf      : 5
increasing: 5
loom      : 5
invited   : 5
rushed    : 5
loud      : 5
exists    : 5
Ten       : 5
elongated : 5
splitting : 5
Journey   : 5
species   : 5
finest    : 5
boulders  : 5
relieved  : 5
quaint    : 5
gait      : 5
unfit     : 5
perhaps   : 5
heat      : 5
luxury    : 5
seat      : 5
Minato    : 5
compelled : 5
email     : 5
souls     : 5
sect      : 5
separate  : 5
remarkably: 5
surrounding: 5
hemp      : 5
wilds     : 5
sprinkled : 5
depth     : 5
Kiyoto    : 5
expenses  : 5
thesame   : 5
feeble    : 5
harmless  : 5
possess   : 5
lights    : 5
tattooed  : 5
Brunton   : 5
strongly  : 5
framework : 5
difference: 5
baths     : 5
odour     : 5
tiny      : 5
bruised   : 5
subjects  : 5
Monday    : 5
summits   : 5
beginning : 5
School    : 5
rambling  : 5
action    : 5
reddish   : 5
trailer   : 5
cover     : 5
manure    : 5
weary     : 5
Palm      : 5
huida     : 5
fans      : 5
weave     : 5
objects   : 5
Pass      : 5
ashamed   : 5
ankles    : 5
vermin    : 5
inwhich   : 5
Consul    : 5
local     : 5
shed      : 5
infamous  : 5
copied    : 5
Innai     : 5
lotion    : 5
touch     : 5
poled     : 5
reason    : 5
reed      : 5
repeated  : 5
knotted   : 5
hollow    : 5
ditches   : 5
Oshamambe : 5
canoe     : 5
thinking  : 5
Shogun    : 5
ledge     : 5
cloak     : 5
inflamed  : 5
sits      : 5
corners   : 5
bowing    : 5
destroyed : 5
downwards : 5
teacher   : 5
pace      : 5
killing   : 5
divorce   : 5
Kwan      : 5
saluted   : 5
HAKODATE  : 5
unbeaten  : 5
obtain    : 5
Komono    : 5
bucket    : 5
brings    : 5
alarge    : 5
served    : 5
locks     : 5
maladies  : 5
worshippers: 5
pagoda    : 5
toil      : 5
urns      : 5
Just      : 5
tone      : 5
tons      : 5
torn      : 5
September : 5
asthe     : 5
nearer    : 5
inwards   : 5
shiny     : 5
boiling   : 5
ceaseless : 5
burst     : 5
Outside   : 5
trouble   : 5
elders    : 5
partially : 5
support   : 5
capacity  : 5
china     : 5
irregular : 5
stock     : 5
neatly    : 5
startling : 5
forming   : 5
farming   : 5
hearing   : 5
traps     : 5
junk      : 5
additional: 5
trot      : 5
sold      : 5
midnight  : 5
pounded   : 5
themountain: 5
unpleasant: 5
host      : 5
sort      : 5
breeze    : 5
horn      : 5
true      : 5
laughter  : 5
ought     : 5
invariably: 5
favoured  : 5
discords  : 5
insect    : 5
tolerably : 5
Iwas      : 5
Treaty    : 5
ash       : 5
care      : 5
mentioned : 5
thehouses : 5
peonies   : 5
lemon     : 5
breathing : 5
bon       : 5
handles   : 5
current   : 5
carvings  : 5
buy       : 5
pairs     : 5
tufa      : 5
bya       : 5
NIKKO     : 5
behaviour : 5
Tomakomai : 5
K         : 4
result    : 4
Food      : 4
faithful  : 4
suffered  : 4
cho       : 4
Wilkinson : 4
footed    : 4
distribute: 4
ankle     : 4
theafternoon: 4
offerings : 4
precarious: 4
Bad       : 4
din       : 4
forgotten : 4
brows     : 4
Chamberlain: 4
ferry     : 4
cultivation: 4
mail      : 4
stinging  : 4
strip     : 4
gladto    : 4
tiled     : 4
due       : 4
highest   : 4
male      : 4
remember  : 4
seeds     : 4
sealed    : 4
mast      : 4
mass      : 4
separated : 4
mark      : 4
stem      : 4
forehead  : 4
Chief     : 4
Bear      : 4
temporary : 4
themen    : 4
Houses    : 4
intrusion : 4
tearing   : 4
Cho       : 4
faint     : 4
Do        : 4
contempt  : 4
Afterwards: 4
fatiguing : 4
driving   : 4
amusement : 4
elderly   : 4
thechildren: 4
pounds    : 4
tints     : 4
gray      : 4
news      : 4
grew      : 4
stuck     : 4
suit      : 4
theback   : 4
butthe    : 4
faith     : 4
matters   : 4
fold      : 4
haunted   : 4
panes     : 4
Father    : 4
Port      : 4
fora      : 4
needs     : 4
Festival  : 4
loneliness: 4
likely    : 4
doorway   : 4
Buddhas   : 4
ki        : 4
locked    : 4
mixed     : 4
readily   : 4
bathed    : 4
executed  : 4
th        : 4
tm        : 4
disposed  : 4
reading   : 4
hauled    : 4
theycould : 4
tossing   : 4
intend    : 4
theonly   : 4
frills    : 4
masters   : 4
queer     : 4
handkerchief: 4
gleam     : 4
myriads   : 4
huddled   : 4
limits    : 4
balconies : 4
steady    : 4
delightful: 4
Women     : 4
wavy      : 4
baskets   : 4
Few       : 4
thechief  : 4
Icould    : 4
reaches   : 4
dropped   : 4
arrested  : 4
impressive: 4
monotony  : 4
refuge    : 4
preparation: 4
breakfast : 4
boldly    : 4
liquid    : 4
smells    : 4
spinning  : 4
ink       : 4
creeping  : 4
pots      : 4
ornamented: 4
Bird      : 4
pushed    : 4
obedience : 4
minute    : 4
gently    : 4
occasional: 4
parties   : 4
planted   : 4
stranger  : 4
fowls     : 4
carriages : 4
purely    : 4
vehicle   : 4
freedom   : 4
daughter  : 4
joy       : 4
perpetual : 4
How       : 4
indicate  : 4
thepeople : 4
pillars   : 4
contact   : 4
vigorous  : 4
elaborate : 4
Nearly    : 4
Empire    : 4
Tenoko    : 4
pulse     : 4
vary      : 4
threatening: 4
Yonetsurugawa: 4
Question  : 4
surprises : 4
vast      : 4
laughing  : 4
carpet    : 4
apathy    : 4
Etext     : 4
fringe    : 4
weak      : 4
queue     : 4
furious   : 4
accepted  : 4
gigantic  : 4
Welcome   : 4
throw     : 4
relatives : 4
flour     : 4
rains     : 4
ofits     : 4
Evening   : 4
translated: 4
shining   : 4
Fujisan   : 4
lip       : 4
threw     : 4
piled     : 4
Transactions: 4
Torrents  : 4
Life      : 4
log       : 4
aided     : 4
interests : 4
experience: 4
mild      : 4
touched   : 4
grateful  : 4
touches   : 4
habit     : 4
travels   : 4
signed    : 4
field     : 4
receives  : 4
striped   : 4
project   : 4
roughly   : 4
greedy    : 4
afterthe  : 4
aged      : 4
merchant  : 4
chiefly   : 4
Binzuru   : 4
similar   : 4
employment: 4
remainder : 4
slopes    : 4
whatever  : 4
earrings  : 4
string    : 4
statement : 4
width     : 4
turning   : 4
onions    : 4
presents  : 4
draw      : 4
exploring : 4
claim     : 4
tablets   : 4
drew      : 4
evidently : 4
elastic   : 4
saucer    : 4
superior  : 4
devils    : 4
presence  : 4
push      : 4
thebridegroom: 4
roses     : 4
hospitable: 4
Fyson     : 4
efforts   : 4
lily      : 4
remote    : 4
cones     : 4
cove      : 4
talking   : 4
cows      : 4
spending  : 4
instrument: 4
bleeding  : 4
New       : 4
pin       : 4
sloping   : 4
vessels   : 4
shomon    : 4
yearsold  : 4
curves    : 4
lately    : 4
knowledge : 4
Sake      : 4
dedicated : 4
utrkj     : 4
conquered : 4
condensed : 4
serve     : 4
towels    : 4
populous  : 4
hibachi   : 4
conveyance: 4
swept     : 4
pride     : 4
bosom     : 4
leafage   : 4
rat       : 4
hurried   : 4
dollar    : 4
calling   : 4
Carnegie  : 4
elaborately: 4
ghastly   : 4
message   : 4
crew      : 4
Kaitakushi: 4
future    : 4
Strait    : 4
scows     : 4
drowning  : 4
margin    : 4
shabby    : 4
mount     : 4
sores     : 4
offices   : 4
outs      : 4
admired   : 4
spurs     : 4
exquisitely: 4
sew       : 4
useless   : 4
chance    : 4
squalid   : 4
Saturday  : 4
friend    : 4
depths    : 4
passion   : 4
figure    : 4
acquainted: 4
range     : 4
salmon    : 4
safe      : 4
files     : 4
smooth    : 4
hall      : 4
drunk     : 4
shrieking : 4
require   : 4
click     : 4
Again     : 4
aside     : 4
gorgeous  : 4
hart      : 4
sexes     : 4
drugs     : 4
hadbeen   : 4
andtheir  : 4
stable    : 4
tub       : 4
caught    : 4
purple    : 4
futons    : 4
wadded    : 4
tedious   : 4
stumbled  : 4
fallen    : 4
warmth    : 4
shores    : 4
tattooing : 4
keeps     : 4
created   : 4
tones     : 4
engraved  : 4
rigid     : 4
staff     : 4
bred      : 4
Beauties  : 4
loft      : 4
attempting: 4
rapidly   : 4
shelter   : 4
Yadoya    : 4
surprise  : 4
Yurapu    : 4
cavity    : 4
heartily  : 4
Buildings : 4
slightest : 4
kites     : 4
Where     : 4
therewas  : 4
bottomed  : 4
Abukawa   : 4
During    : 4
lined     : 4
climbed   : 4
trestles  : 4
agreat    : 4
waves     : 4
war       : 4
web       : 4
monkey    : 4
arrest    : 4
choked    : 4
game      : 4
why       : 4
barter    : 4
rank      : 4
outlet    : 4
accomplished: 4
Fate      : 4
Thehouse  : 4
pyramidal : 4
Yokote    : 4
contrast  : 4
noses     : 4
belief    : 4
careful   : 4
imported  : 4
flower    : 4
changed   : 4
changes   : 4
privacy   : 4
contract  : 4
brain     : 4
Water     : 4
hardships : 4
novel     : 4
adopted   : 4
thedignity: 4
authority : 4
channel   : 4
shadows   : 4
tosee     : 4
twist     : 4
unite     : 4
torii     : 4
thinly    : 4
headland  : 4
attend    : 4
definite  : 4
ofthese   : 4
workmanship: 4
bully     : 4
questions : 4
barns     : 4
concave   : 4
exposed   : 4
muscular  : 4
snakes    : 4
NIIGATA   : 4
floated   : 4
Ikari     : 4
stern     : 4
pointed   : 4
inferior  : 4
indeed    : 4
comparatively: 4
wings     : 4
firmly    : 4
distorted : 4
resorts   : 4
Indeed    : 4
application: 4
annual    : 4
crowding  : 4
arrive    : 4
discomfort: 4
shavings  : 4
violet    : 4
horizontally: 4
influence : 4
roused    : 4
andother  : 4
phrase    : 4
sheet     : 4
projects  : 4
neighbourhood: 4
national  : 4
detention : 4
faithfully: 4
asthey    : 4
respectful: 4
century   : 4
hide      : 4
sign      : 4
directly  : 4
truthful  : 4
behalf    : 4
Effect    : 4
tabako    : 4
virtue    : 4
thehorses : 4
gentleman : 4
regular   : 4
Worship   : 4
While     : 4
infinite  : 4
check     : 4
blocks    : 4
thewater  : 4
Costume   : 4
barbarous : 4
supply    : 4
dough     : 4
dollars   : 4
Nature    : 4
Court     : 4
painful   : 4
equal     : 4
gravity   : 4
Count     : 4
fellow    : 4
legal     : 4
varied    : 4
blanket   : 4
Kurokawa  : 4
noiselessly: 4
barley    : 4
Shirasawa : 4
crash     : 4
Chinaman  : 4
peony     : 4
descended : 4
diameter  : 4
abound    : 4
flying    : 4
desperate : 4
occupations: 4
toes      : 4
evenings  : 4
wrote     : 4
andit     : 4
slid      : 4
release   : 4
kura      : 4
pouring   : 4
holiday   : 4
barrack   : 4
Rokugo    : 4
floors    : 4
exchanged : 4
absolute  : 4
retaining : 4
ugliness  : 4
tempered  : 4
necessaries: 4
festivals : 4
Nocturnal : 4
lotuses   : 4
aforeigner: 4
rocks     : 4
engineers : 4
havebeen  : 4
amusements: 4
agood     : 4
utensils  : 4
weaving   : 4
eldest    : 4
bundles   : 4
reedy     : 4
asleep    : 4
throughthe: 4
Itis      : 4
kettle    : 4
nominally : 4
harbour   : 4
foliage   : 4
conversation: 4
divided   : 4
infants   : 4
thefirst  : 4
cause     : 4
working   : 4
treading  : 4
KUBOTA    : 4
choice    : 4
replace   : 4
jump      : 4
Buddhism  : 4
apathetic : 4
inclined  : 4
trail     : 4
train     : 4
owner     : 4
themost   : 4
Good      : 4
explain   : 4
tablet    : 4
tables    : 4
vacant    : 4
Shingoji  : 4
Hundreds  : 4
heaps     : 4
pulling   : 4
firm      : 4
knocked   : 4
wading    : 4
channels  : 4
reasons   : 4
crest     : 4
birch     : 4
prefer    : 4
frequent  : 4
crept     : 4
insisted  : 4
setting   : 4
dilapidated: 4
verymuch  : 4
Kurumatoge: 4
loosely   : 4
Bridge    : 4
theatres  : 4
sampans   : 4
smaller   : 4
Main      : 4
resort    : 4
succeeded : 4
Female    : 4
becoming  : 4
edition   : 4
thereare  : 4
heels     : 4
display   : 4
pronunciation: 4
bar       : 4
begin     : 4
paint     : 4
doctors   : 4
extended  : 4
bye       : 4
stony     : 4
stately   : 4
tuft      : 4
herself   : 4
aware     : 4
filthy    : 4
hurrying  : 4
bites     : 4
whitened  : 3
F         : 3
creels    : 3
sunset    : 3
empty     : 3
Age       : 3
com       : 3
cow       : 3
wepassed  : 3
jolted    : 3
Group     : 3
fellows   : 3
memory    : 3
shorn     : 3
Villages  : 3
thisvillage: 3
barely    : 3
possession: 3
countless : 3
possessing: 3
threads   : 3
further   : 3
dew       : 3
shock     : 3
average   : 3
unlike    : 3
business  : 3
quarter   : 3
seasons   : 3
finally   : 3
balance   : 3
kindness  : 3
hoping    : 3
contents  : 3
scattered : 3
acquaintances: 3
knows     : 3
alcove    : 3
shone     : 3
terraced  : 3
Anderson  : 3
sober     : 3
China     : 3
maro      : 3
inJapan   : 3
kaido     : 3
bays      : 3
watering  : 3
egg       : 3
theirbacks: 3
browns    : 3
immediately: 3
corollas  : 3
fails     : 3
education : 3
Ha        : 3
IF        : 3
thebark   : 3
IN        : 3
seventy   : 3
forth     : 3
toreturn  : 3
Is        : 3
cent      : 3
moist     : 3
chose     : 3
render    : 3
borrowing : 3
wealthy   : 3
furniture : 3
piers     : 3
prized    : 3
Behind    : 3
taxes     : 3
instruments: 3
Togenoshita: 3
physician : 3
bronchitis: 3
fed       : 3
fee       : 3
sunk      : 3
recommended: 3
Matsuri   : 3
fix       : 3
trembled  : 3
blowing   : 3
Poor      : 3
fly       : 3
painfully : 3
ho        : 3
grades    : 3
settlement: 3
River     : 3
dips      : 3
hehas     : 3
somehow   : 3
avenues   : 3
January   : 3
Takata    : 3
dragon    : 3
theroom   : 3
medicinal : 3
barber    : 3
continued : 3
stroking  : 3
earthquake: 3
pigeons   : 3
fitful    : 3
snake     : 3
Nakajo    : 3
GUTINDEX  : 3
Iasked    : 3
anybody   : 3
trellis   : 3
Iyemitsu  : 3
correct   : 3
reader    : 3
carving   : 3
remarked  : 3
End       : 3
lodging   : 3
departed  : 3
People    : 3
flashes   : 3
Dening    : 3
heaven    : 3
smelling  : 3
dispense  : 3
embankments: 3
sorely    : 3
convey    : 3
extending : 3
decay     : 3
wash      : 3
measure   : 3
outskirts : 3
asavage   : 3
laws      : 3
lesson    : 3
lazy      : 3
Being     : 3
ledges    : 3
beat      : 3
brightened: 3
visits    : 3
ceiling   : 3
thesaddle : 3
beef      : 3
Scotch    : 3
dissipated: 3
liquor    : 3
vanity    : 3
alacquer  : 3
causeway  : 3
vision    : 3
swallowed : 3
Ferry     : 3
Impressions: 3
belt      : 3
bent      : 3
Akayu     : 3
tramples  : 3
Northern  : 3
United    : 3
racks     : 3
fret      : 3
Ginsainoma: 3
saddles   : 3
panelled  : 3
stepping  : 3
uprights  : 3
Captain   : 3
refund    : 3
Spanish   : 3
pond      : 3
Protococcus: 3
ina       : 3
nailed    : 3
shocks    : 3
pony      : 3
aggressive: 3
isa       : 3
organised : 3
Servant   : 3
fortunately: 3
hurtful   : 3
port      : 3
buyers    : 3
paste     : 3
Down      : 3
incongruous: 3
faggots   : 3
lashed    : 3
correspond: 3
telegraph : 3
construction: 3
universal : 3
poultry   : 3
Dress     : 3
acre      : 3
slabs     : 3
fertile   : 3
treacherous: 3
knives    : 3
lifted    : 3
disused   : 3
poured    : 3
largely   : 3
chested   : 3
totally   : 3
everyhouse: 3
bones     : 3
investigation: 3
anxiety   : 3
party     : 3
duties    : 3
Instead   : 3
ITINERARY : 3
sentence  : 3
candle    : 3
vans      : 3
Nothing   : 3
kak       : 3
bolts     : 3
stumble   : 3
vase      : 3
accept    : 3
key       : 3
stopped   : 3
tightly   : 3
hiswife   : 3
mingled   : 3
Scenery   : 3
peasantry : 3
blocked   : 3
leaf      : 3
riotous   : 3
Ikarigaseki: 3
Police    : 3
successfully: 3
feeding   : 3
ofpeople  : 3
patiently : 3
rainy     : 3
quilt     : 3
employed  : 3
defective : 3
ofcryptomeria: 3
coins     : 3
pitched   : 3
lest      : 3
attire    : 3
expedition: 3
steamers  : 3
situation : 3
Normal    : 3
feathery  : 3
smelt     : 3
lit       : 3
manage    : 3
Noma      : 3
provide   : 3
tumble    : 3
furs      : 3
doll      : 3
quick     : 3
Like      : 3
particular: 3
afew      : 3
wildly    : 3
intheir   : 3
fitting   : 3
swarmed   : 3
bill      : 3
omitted   : 3
thewomen  : 3
Early     : 3
acres     : 3
flowered  : 3
importance: 3
permission: 3
watered   : 3
individuality: 3
fascinated: 3
Ever      : 3
printed   : 3
contemplated: 3
symbols   : 3
brocaded  : 3
surges    : 3
Paper     : 3
mercy     : 3
sized     : 3
untied    : 3
sizes     : 3
swamp     : 3
holds     : 3
formidable: 3
adiantifolia: 3
performances: 3
lodged    : 3
reliable  : 3
gorge     : 3
tongue    : 3
unlighted : 3
pewter    : 3
ceilings  : 3
divorced  : 3
cascade   : 3
greens    : 3
swarm     : 3
outof     : 3
quietness : 3
Everything: 3
insects   : 3
folded    : 3
repetition: 3
soaking   : 3
sweat     : 3
aloft     : 3
crosses   : 3
manufactures: 3
clustered : 3
tohis     : 3
pillows   : 3
inconvenience: 3
Les       : 3
tumbling  : 3
pearl     : 3
unmarried : 3
drops     : 3
faintly   : 3
hoofs     : 3
contorted : 3
depends   : 3
farms     : 3
Crowd     : 3
borne     : 3
andwith   : 3
replenished: 3
veil      : 3
brother   : 3
divinities: 3
isvery    : 3
metal     : 3
odd       : 3
vest      : 3
azalea    : 3
Men       : 3
coal      : 3
friction  : 3
promised  : 3
States    : 3
ona       : 3
pulp      : 3
smiling   : 3
NOT       : 3
drop      : 3
org       : 3
surrounds : 3
woven     : 3
lift      : 3
peculiarity: 3
columns   : 3
More      : 3
claret    : 3
prolonged : 3
everybody : 3
hearts    : 3
obtusa    : 3
thesunshine: 3
protected : 3
chimneys  : 3
theevening: 3
apparent  : 3
independent: 3
afflicted : 3
exceed    : 3
pan       : 3
list      : 3
wire      : 3
sinking   : 3
Above     : 3
uniforms  : 3
anupright : 3
theirhouses: 3
swampy    : 3
coiffure  : 3
prisoner  : 3
pomegranates: 3
Nor       : 3
Now       : 3
pipes     : 3
continually: 3
ornament  : 3
Noisy     : 3
wondering : 3
deserted  : 3
altitude  : 3
thirteen  : 3
uneasy    : 3
arenot    : 3
islands   : 3
nothave   : 3
tail      : 3
escorted  : 3
eatables  : 3
reception : 3
Kaminoyama: 3
Hart      : 3
prospect  : 3
ferries   : 3
experienced: 3
Forest    : 3
ofJapan   : 3
bribed    : 3
leaved    : 3
mourners  : 3
theground : 3
assistance: 3
dismounted: 3
wistaria  : 3
price     : 3
typhoon   : 3
welcomed  : 3
thevillage: 3
donations : 3
hoped     : 3
damages   : 3
planks    : 3
arrival   : 3
Akita     : 3
upwith    : 3
expensive : 3
Hokkaido  : 3
shaving   : 3
authorities: 3
French    : 3
dexterous : 3
slimy     : 3
pathos    : 3
cistern   : 3
tourists  : 3
moved     : 3
helpless  : 3
exit      : 3
defects   : 3
impressed : 3
conducted : 3
rumour    : 3
thekuruma : 3
favour    : 3
theroofs  : 3
pathetic  : 3
interminable: 3
relations : 3
dusk      : 3
ours      : 3
crop      : 3
novelty   : 3
moon      : 3
slide     : 3
failing   : 3
jungle    : 3
fireplace : 3
vile      : 3
inaccurate: 3
accounts  : 3
hunters   : 3
shrubs    : 3
moss      : 3
Yadate    : 3
affection : 3
patient   : 3
spread    : 3
suffer    : 3
Vicious   : 3
delay     : 3
amuse     : 3
inward    : 3
compared  : 3
kuras     : 3
sex       : 3
eyed      : 3
sha       : 3
ofJapanese: 3
girdled   : 3
perpendicular: 3
embers    : 3
advanced  : 3
andmore   : 3
beside    : 3
pobox     : 3
crystal   : 3
atleast   : 3
andmost   : 3
utilised  : 3
Along     : 3
pagodas   : 3
gloom     : 3
Diesbach  : 3
Lower     : 3
mortar    : 3
shelves   : 3
missing   : 3
thevolcano: 3
Igot      : 3
Rain      : 3
flung     : 3
sail      : 3
balls     : 3
fault     : 3
plumes    : 3
themiddle : 3
conceal   : 3
canter    : 3
passable  : 3
puddles   : 3
sang      : 3
sank      : 3
harm      : 3
aboriginal: 3
provides  : 3
kirin     : 3
suitable  : 3
whichthey : 3
energetic : 3
ventilated: 3
haze      : 3
manly     : 3
curios    : 3
thehead   : 3
stench    : 3
andthere  : 3
eastern   : 3
Ichinono  : 3
onhis     : 3
ants      : 3
cling     : 3
outlay    : 3
celebrated: 3
slashed   : 3
accustomed: 3
raising   : 3
grassy    : 3
San       : 3
ortwo     : 3
malarious : 3
Europeanised: 3
chopsticks: 3
Much      : 3
botanical : 3
stacks    : 3
finer     : 3
waited    : 3
divisions : 3
possibly  : 3
nude      : 3
Kawaguchi : 3
hewas     : 3
urn       : 3
continuous: 3
waste     : 3
includes  : 3
thebaggage: 3
Information: 3
included  : 3
mangy     : 3
woke      : 3
curd      : 3
fairyland : 3
Kurosawa  : 3
protects  : 3
agent     : 3
loop      : 3
aplace    : 3
lord      : 3
blankets  : 3
riddled   : 3
disgust   : 3
delays    : 3
insult    : 3
prettily  : 3
desolate  : 3
scientific: 3
Tea       : 3
dreary    : 3
shouldered: 3
peoples   : 3
shade     : 3
private   : 3
peopled   : 3
WhenI     : 3
linen     : 3
pieceof   : 3
horizon   : 3
shaft     : 3
wanting   : 3
SARUFUTO  : 3
feethigh  : 3
charming  : 3
graves    : 3
Ithink    : 3
Truly     : 3
dreams    : 3
dreamy    : 3
stillness : 3
solemnity : 3
wan       : 3
Aconitum  : 3
brushwood : 3
thelower  : 3
Kohiaku   : 3
entangled : 3
sided     : 3
distinction: 3
rail      : 3
voyage    : 3
erection  : 3
gale      : 3
fromthe   : 3
simultaneously: 3
therewere : 3
admire    : 3
masonry   : 3
tumbled   : 3
tropical  : 3
plunge    : 3
profound  : 3
halting   : 3
picturesqueness: 3
abyss     : 3
troublesome: 3
Tendo     : 3
possessed : 3
rays      : 3
seal      : 3
chopping  : 3
perpetually: 3
seas      : 3
remarkable: 3
swirling  : 3
planting  : 3
conclude  : 3
andthat   : 3
precious  : 3
ended     : 3
purposes  : 3
hero      : 3
security  : 3
exceeding : 3
coveredwith: 3
havelearned: 3
gracefully: 3
haunches  : 3
twine     : 3
John      : 3
tothrow   : 3
consequence: 3
onfoot    : 3
basin     : 3
basis     : 3
army      : 3
burn      : 3
dexterity : 3
fanned    : 3
peeled    : 3
buta      : 3
bathe     : 3
canal     : 3
arts      : 3
ghosts    : 3
Bange     : 3
stronger  : 3
happy     : 3
Almost    : 3
chain     : 3
sword     : 3
shallows  : 3
Why       : 3
shouting  : 3
shutters  : 3
precipitous: 3
natives   : 3
Gibraltar : 3
asif      : 3
killed    : 3
thereis   : 3
rheumatism: 3
accompanies: 3
Davies    : 3
asks      : 3
illness   : 3
Thegreat  : 3
Between   : 3
bathers   : 3
forget    : 3
feared    : 3
Pack      : 3
religious : 3
Yumoto    : 3
festoons  : 3
thorough  : 3
haori     : 3
safety    : 3
ascertained: 3
privilege : 3
exhaustion: 3
waggons   : 3
